Student_ID,Month,Year,Total_School_Days,Present,Absent,Late
S004,October,2023.0,20.0,14.0,0.0,6.0
S004,October,2023.0,10.0,6.0,1.0,3.0
S004,November,2023.0,20.0,17.0,1.0,2.0
S004,November,2023.0,10.0,9.0,0.0,1.0
S004,December,2023.0,20.0,17.0,2.0,1.0
S004,December,2023.0,10.0,8.0,2.0,0.0
S004,January,2024.0,20.0,15.0,3.0,2.0
S004,January,2024.0,10.0,6.0,3.0,1.0
S004,February,2024.0,20.0,18.0,0.0,2.0
S004,February,2024.0,10.0,7.0,1.0,2.0
S004,March,2024.0,20.0,17.0,0.0,3.0
S004,March,2024.0,10.0,7.0,3.0,0.0
S004,June,2024.0,20.0,17.0,0.0,3.0
S004,June,2024.0,10.0,8.0,0.0,2.0
S004,July,2024.0,20.0,14.0,0.0,6.0
S004,July,2024.0,10.0,9.0,1.0,0.0
S004,August,2024.0,20.0,18.0,2.0,0.0
S004,August,2024.0,10.0,7.0,3.0,0.0
S004,September,2024.0,20.0,17.0,3.0,0.0
S004,September,2024.0,10.0,10.0,0.0,0.0
S004,October,2024.0,20.0,20.0,0.0,0.0
S004,October,2024.0,10.0,10.0,0.0,0.0
S004,November,2024.0,20.0,11.0,6.0,3.0
S004,November,2024.0,10.0,5.0,3.0,2.0
S004,December,2024.0,20.0,13.0,4.0,3.0
S004,December,2024.0,10.0,8.0,0.0,2.0
S004,January,2025.0,20.0,16.0,1.0,3.0
S004,January,2025.0,10.0,8.0,2.0,0.0
S004,February,2025.0,20.0,15.0,1.0,4.0
S004,February,2025.0,10.0,9.0,0.0,1.0
S004,March,2025.0,20.0,14.0,2.0,4.0
S004,March,2025.0,10.0,10.0,0.0,0.0
S004,June,2025.0,20.0,14.0,4.0,2.0
S004,June,2025.0,10.0,10.0,0.0,0.0
S004,July,2025.0,20.0,15.0,2.0,3.0
S004,July,2025.0,10.0,9.0,0.0,1.0
S004,August,2025.0,20.0,13.0,3.0,4.0
S004,August,2025.0,10.0,6.0,3.0,1.0
S004,September,2025.0,20.0,17.0,3.0,0.0
S004,September,2025.0,10.0,9.0,1.0,0.0
S004,October,2025.0,20.0,17.0,2.0,1.0
S004,October,2025.0,10.0,7.0,2.0,1.0
S004,November,2025.0,20.0,19.0,0.0,1.0
S004,November,2025.0,10.0,8.0,2.0,0.0
S004,December,2025.0,20.0,17.0,1.0,2.0
S004,December,2025.0,10.0,9.0,0.0,1.0
S004,January,2026.0,20.0,14.0,1.0,5.0
S004,January,2026.0,10.0,7.0,0.0,3.0
S004,February,2026.0,20.0,17.0,1.0,2.0
S004,February,2026.0,10.0,6.0,0.0,4.0
S004,March,2026.0,20.0,16.0,1.0,3.0
S004,March,2026.0,10.0,9.0,1.0,0.0
S005,June,2023.0,20.0,15.0,4.0,1.0
S005,June,2023.0,10.0,8.0,2.0,0.0
S005,July,2023.0,20.0,12.0,4.0,4.0
S005,July,2023.0,10.0,6.0,2.0,2.0
S005,August,2023.0,20.0,15.0,5.0,0.0
S005,August,2023.0,10.0,7.0,2.0,1.0
S005,September,2023.0,20.0,19.0,1.0,0.0
S005,September,2023.0,10.0,7.0,1.0,2.0
S005,October,2023.0,20.0,14.0,2.0,4.0
S005,October,2023.0,10.0,7.0,0.0,3.0
S005,November,2023.0,20.0,16.0,2.0,2.0
S005,November,2023.0,10.0,6.0,3.0,1.0
S005,December,2023.0,20.0,17.0,0.0,3.0
S005,December,2023.0,10.0,6.0,2.0,2.0
S005,January,2024.0,20.0,14.0,3.0,3.0
S005,January,2024.0,10.0,6.0,2.0,2.0
S005,February,2024.0,20.0,16.0,2.0,2.0
S005,February,2024.0,10.0,9.0,0.0,1.0
S005,March,2024.0,20.0,19.0,0.0,1.0
S005,March,2024.0,10.0,7.0,0.0,3.0
S005,June,2024.0,20.0,19.0,1.0,0.0
S005,June,2024.0,10.0,6.0,0.0,4.0
S005,July,2024.0,20.0,14.0,2.0,4.0
S005,July,2024.0,10.0,8.0,0.0,2.0
S005,August,2024.0,20.0,17.0,3.0,0.0
S005,August,2024.0,10.0,9.0,1.0,0.0
S005,September,2024.0,20.0,16.0,2.0,2.0
S005,September,2024.0,10.0,7.0,3.0,0.0
S005,October,2024.0,20.0,9.0,7.0,4.0
S005,October,2024.0,10.0,4.0,4.0,2.0
S005,November,2024.0,20.0,19.0,0.0,1.0
S005,November,2024.0,10.0,9.0,1.0,0.0
S005,December,2024.0,20.0,18.0,1.0,1.0
S005,December,2024.0,10.0,8.0,1.0,1.0
S005,January,2025.0,20.0,18.0,0.0,2.0
S005,January,2025.0,10.0,7.0,2.0,1.0
S005,February,2025.0,20.0,14.0,3.0,3.0
S005,February,2025.0,10.0,6.0,3.0,1.0
S005,March,2025.0,20.0,16.0,3.0,1.0
S005,March,2025.0,10.0,8.0,1.0,1.0
S005,June,2025.0,20.0,13.0,3.0,4.0
S005,June,2025.0,10.0,5.0,3.0,2.0
S005,July,2025.0,20.0,15.0,1.0,4.0
S005,July,2025.0,10.0,6.0,2.0,2.0
S005,August,2025.0,20.0,15.0,4.0,1.0
S005,August,2025.0,10.0,5.0,4.0,1.0
S005,September,2025.0,20.0,16.0,4.0,0.0
S005,September,2025.0,10.0,8.0,2.0,0.0
S005,October,2025.0,20.0,12.0,4.0,4.0
S005,October,2025.0,10.0,5.0,3.0,2.0
S005,November,2025.0,20.0,17.0,0.0,3.0
S005,November,2025.0,10.0,6.0,2.0,2.0
S005,December,2025.0,20.0,17.0,3.0,0.0
S005,December,2025.0,10.0,7.0,2.0,1.0
S005,January,2026.0,20.0,15.0,3.0,2.0
S005,January,2026.0,10.0,6.0,1.0,3.0
S005,February,2026.0,20.0,16.0,3.0,1.0
S005,February,2026.0,10.0,9.0,0.0,1.0
S005,March,2026.0,20.0,16.0,2.0,2.0
S005,March,2026.0,10.0,9.0,0.0,1.0
S006,June,2023.0,20.0,13.0,4.0,3.0
S006,June,2023.0,10.0,9.0,0.0,1.0
S006,July,2023.0,20.0,15.0,2.0,3.0
S006,July,2023.0,10.0,7.0,1.0,2.0
S006,August,2023.0,20.0,16.0,2.0,2.0
S006,August,2023.0,10.0,7.0,1.0,2.0
S006,September,2023.0,20.0,19.0,1.0,0.0
S006,September,2023.0,10.0,8.0,2.0,0.0
S006,October,2023.0,20.0,16.0,2.0,2.0
S006,October,2023.0,10.0,8.0,2.0,0.0
S006,November,2023.0,20.0,18.0,0.0,2.0
S006,November,2023.0,10.0,8.0,1.0,1.0
S006,December,2023.0,20.0,18.0,2.0,0.0
S006,December,2023.0,10.0,9.0,0.0,1.0
S006,January,2024.0,20.0,17.0,0.0,3.0
S006,January,2024.0,10.0,8.0,2.0,0.0
S006,February,2024.0,20.0,15.0,3.0,2.0
S006,February,2024.0,10.0,7.0,0.0,3.0
S006,March,2024.0,20.0,17.0,2.0,1.0
S006,March,2024.0,10.0,7.0,3.0,0.0
S006,June,2024.0,20.0,14.0,5.0,1.0
S006,June,2024.0,10.0,9.0,0.0,1.0
S006,July,2024.0,20.0,15.0,3.0,2.0
S006,July,2024.0,10.0,6.0,0.0,4.0
S006,August,2024.0,20.0,15.0,4.0,1.0
S006,August,2024.0,10.0,7.0,3.0,0.0
S006,September,2024.0,20.0,15.0,5.0,0.0
S006,September,2024.0,10.0,8.0,2.0,0.0
S006,October,2024.0,20.0,14.0,2.0,4.0
S006,October,2024.0,10.0,5.0,3.0,2.0
S006,November,2024.0,20.0,15.0,1.0,4.0
S006,November,2024.0,10.0,8.0,1.0,1.0
S006,December,2024.0,20.0,13.0,6.0,1.0
S006,December,2024.0,10.0,6.0,3.0,1.0
S006,January,2025.0,20.0,13.0,4.0,3.0
S006,January,2025.0,10.0,8.0,2.0,0.0
S006,February,2025.0,20.0,19.0,1.0,0.0
S006,February,2025.0,10.0,8.0,2.0,0.0
S006,March,2025.0,20.0,17.0,3.0,0.0
S006,March,2025.0,10.0,7.0,3.0,0.0
S006,June,2025.0,20.0,18.0,1.0,1.0
S006,June,2025.0,10.0,7.0,2.0,1.0
S006,July,2025.0,20.0,14.0,2.0,4.0
S006,July,2025.0,10.0,10.0,0.0,0.0
S006,August,2025.0,20.0,13.0,6.0,1.0
S006,August,2025.0,10.0,8.0,2.0,0.0
S006,September,2025.0,20.0,16.0,1.0,3.0
S006,September,2025.0,10.0,7.0,2.0,1.0
S006,October,2025.0,20.0,14.0,2.0,4.0
S006,October,2025.0,10.0,8.0,2.0,0.0
S006,November,2025.0,20.0,19.0,0.0,1.0
S006,November,2025.0,10.0,7.0,2.0,1.0
S006,December,2025.0,20.0,18.0,2.0,0.0
S006,December,2025.0,10.0,7.0,3.0,0.0
S006,January,2026.0,20.0,19.0,1.0,0.0
S006,January,2026.0,10.0,8.0,0.0,2.0
S006,February,2026.0,20.0,17.0,0.0,3.0
S006,February,2026.0,10.0,8.0,2.0,0.0
S006,March,2026.0,20.0,19.0,0.0,1.0
S006,March,2026.0,10.0,9.0,0.0,1.0
S007,June,2023.0,20.0,13.0,3.0,4.0
S007,June,2023.0,10.0,9.0,0.0,1.0
S007,July,2023.0,20.0,16.0,0.0,4.0
S007,July,2023.0,10.0,9.0,1.0,0.0
S007,August,2023.0,20.0,17.0,1.0,2.0
S007,August,2023.0,10.0,7.0,2.0,1.0
S007,September,2023.0,20.0,15.0,2.0,3.0
S007,September,2023.0,10.0,6.0,2.0,2.0
S007,October,2023.0,20.0,14.0,6.0,0.0
S007,October,2023.0,10.0,6.0,3.0,1.0
S007,November,2023.0,20.0,16.0,2.0,2.0
S007,November,2023.0,10.0,6.0,4.0,0.0
S007,December,2023.0,20.0,18.0,0.0,2.0
S007,December,2023.0,10.0,7.0,1.0,2.0
S007,January,2024.0,20.0,16.0,4.0,0.0
S007,January,2024.0,10.0,9.0,0.0,1.0
S007,February,2024.0,20.0,17.0,0.0,3.0
S007,February,2024.0,10.0,6.0,1.0,3.0
S007,March,2024.0,20.0,18.0,2.0,0.0
S007,March,2024.0,10.0,9.0,1.0,0.0
S007,June,2024.0,20.0,14.0,3.0,3.0
S007,June,2024.0,10.0,9.0,1.0,0.0
S007,July,2024.0,20.0,16.0,3.0,1.0
S007,July,2024.0,10.0,6.0,0.0,4.0
S007,August,2024.0,20.0,13.0,4.0,3.0
S007,August,2024.0,10.0,8.0,1.0,1.0
S007,September,2024.0,20.0,15.0,4.0,1.0
S007,September,2024.0,10.0,6.0,4.0,0.0
S007,October,2024.0,20.0,14.0,3.0,3.0
S007,October,2024.0,10.0,8.0,2.0,0.0
S007,November,2024.0,20.0,12.0,5.0,3.0
S007,November,2024.0,10.0,7.0,3.0,0.0
S007,December,2024.0,20.0,14.0,6.0,0.0
S007,December,2024.0,10.0,6.0,4.0,0.0
S007,January,2025.0,20.0,14.0,3.0,3.0
S007,January,2025.0,10.0,7.0,2.0,1.0
S007,February,2025.0,20.0,14.0,2.0,4.0
S007,February,2025.0,10.0,9.0,0.0,1.0
S007,March,2025.0,20.0,15.0,4.0,1.0
S007,March,2025.0,10.0,7.0,3.0,0.0
S007,June,2025.0,20.0,16.0,2.0,2.0
S007,June,2025.0,10.0,7.0,3.0,0.0
S007,July,2025.0,20.0,15.0,5.0,0.0
S007,July,2025.0,10.0,9.0,1.0,0.0
S007,August,2025.0,20.0,15.0,5.0,0.0
S007,August,2025.0,10.0,8.0,2.0,0.0
S007,September,2025.0,20.0,11.0,5.0,4.0
S007,September,2025.0,10.0,8.0,1.0,1.0
S007,October,2025.0,20.0,10.0,6.0,4.0
S007,October,2025.0,10.0,8.0,2.0,0.0
S007,November,2025.0,20.0,15.0,5.0,0.0
S007,November,2025.0,10.0,8.0,1.0,1.0
S007,December,2025.0,20.0,17.0,1.0,2.0
S007,December,2025.0,10.0,6.0,0.0,4.0
S007,January,2026.0,20.0,18.0,2.0,0.0
S007,January,2026.0,10.0,6.0,4.0,0.0
S007,February,2026.0,20.0,16.0,2.0,2.0
S007,February,2026.0,10.0,9.0,1.0,0.0
S007,March,2026.0,20.0,19.0,0.0,1.0
S007,March,2026.0,10.0,7.0,1.0,2.0
S008,June,2023.0,20.0,17.0,0.0,3.0
S008,June,2023.0,10.0,9.0,1.0,0.0
S008,July,2023.0,20.0,17.0,2.0,1.0
S008,July,2023.0,10.0,7.0,3.0,0.0
S008,August,2023.0,20.0,18.0,2.0,0.0
S008,August,2023.0,10.0,7.0,0.0,3.0
S008,September,2023.0,20.0,15.0,1.0,4.0
S008,September,2023.0,10.0,9.0,0.0,1.0
S008,October,2023.0,20.0,19.0,0.0,1.0
S008,October,2023.0,10.0,7.0,3.0,0.0
S008,November,2023.0,20.0,17.0,0.0,3.0
S008,November,2023.0,10.0,9.0,0.0,1.0
S008,December,2023.0,20.0,17.0,0.0,3.0
S008,December,2023.0,10.0,6.0,1.0,3.0
S008,January,2024.0,20.0,18.0,1.0,1.0
S008,January,2024.0,10.0,6.0,1.0,3.0
S008,February,2024.0,20.0,19.0,1.0,0.0
S008,February,2024.0,10.0,9.0,0.0,1.0
S008,March,2024.0,20.0,16.0,4.0,0.0
S008,March,2024.0,10.0,9.0,0.0,1.0
S008,June,2024.0,20.0,14.0,6.0,0.0
S008,June,2024.0,10.0,7.0,3.0,0.0
S008,July,2024.0,20.0,15.0,4.0,1.0
S008,July,2024.0,10.0,7.0,2.0,1.0
S008,August,2024.0,20.0,15.0,1.0,4.0
S008,August,2024.0,10.0,9.0,1.0,0.0
S008,September,2024.0,20.0,16.0,0.0,4.0
S008,September,2024.0,10.0,9.0,1.0,0.0
S008,October,2024.0,20.0,14.0,2.0,4.0
S008,October,2024.0,10.0,9.0,1.0,0.0
S008,November,2024.0,20.0,15.0,2.0,3.0
S008,November,2024.0,10.0,7.0,3.0,0.0
S008,December,2024.0,20.0,14.0,2.0,4.0
S008,December,2024.0,10.0,8.0,1.0,1.0
S008,January,2025.0,20.0,16.0,1.0,3.0
S008,January,2025.0,10.0,8.0,1.0,1.0
S008,February,2025.0,20.0,19.0,0.0,1.0
S008,February,2025.0,10.0,8.0,2.0,0.0
S008,March,2025.0,20.0,16.0,1.0,3.0
S008,March,2025.0,10.0,10.0,0.0,0.0
S008,June,2025.0,20.0,16.0,1.0,3.0
S008,June,2025.0,10.0,9.0,0.0,1.0
S008,July,2025.0,20.0,17.0,3.0,0.0
S008,July,2025.0,10.0,9.0,1.0,0.0
S008,August,2025.0,20.0,15.0,1.0,4.0
S008,August,2025.0,10.0,8.0,2.0,0.0
S008,September,2025.0,20.0,17.0,0.0,3.0
S008,September,2025.0,10.0,7.0,2.0,1.0
S008,October,2025.0,20.0,18.0,2.0,0.0
S008,October,2025.0,10.0,8.0,2.0,0.0
S008,November,2025.0,20.0,16.0,0.0,4.0
S008,November,2025.0,10.0,8.0,0.0,2.0
S008,December,2025.0,20.0,14.0,4.0,2.0
S008,December,2025.0,10.0,8.0,0.0,2.0
S008,January,2026.0,20.0,14.0,1.0,5.0
S008,January,2026.0,10.0,8.0,2.0,0.0
S008,February,2026.0,20.0,18.0,2.0,0.0
S008,February,2026.0,10.0,8.0,0.0,2.0
S008,March,2026.0,20.0,14.0,0.0,6.0
S008,March,2026.0,10.0,6.0,3.0,1.0
S009,June,2023.0,20.0,18.0,2.0,0.0
S009,June,2023.0,10.0,8.0,2.0,0.0
S009,July,2023.0,20.0,16.0,1.0,3.0
S009,July,2023.0,10.0,7.0,1.0,2.0
S009,August,2023.0,20.0,18.0,2.0,0.0
S009,August,2023.0,10.0,8.0,1.0,1.0
S009,September,2023.0,20.0,15.0,3.0,2.0
S009,September,2023.0,10.0,6.0,0.0,4.0
S009,October,2023.0,20.0,19.0,0.0,1.0
S009,October,2023.0,10.0,7.0,2.0,1.0
S009,November,2023.0,20.0,19.0,0.0,1.0
S009,November,2023.0,10.0,7.0,2.0,1.0
S009,December,2023.0,20.0,14.0,5.0,1.0
S009,December,2023.0,10.0,7.0,0.0,3.0
S009,January,2024.0,20.0,17.0,1.0,2.0
S009,January,2024.0,10.0,7.0,3.0,0.0
S009,February,2024.0,20.0,18.0,2.0,0.0
S009,February,2024.0,10.0,8.0,1.0,1.0
S009,March,2024.0,20.0,19.0,0.0,1.0
S009,March,2024.0,10.0,8.0,0.0,2.0
S009,June,2024.0,20.0,19.0,0.0,1.0
S009,June,2024.0,10.0,8.0,0.0,2.0
S009,July,2024.0,20.0,14.0,1.0,5.0
S009,July,2024.0,10.0,6.0,3.0,1.0
S009,August,2024.0,20.0,17.0,1.0,2.0
S009,August,2024.0,10.0,8.0,2.0,0.0
S009,September,2024.0,20.0,13.0,4.0,3.0
S009,September,2024.0,10.0,9.0,0.0,1.0
S009,October,2024.0,20.0,19.0,0.0,1.0
S009,October,2024.0,10.0,7.0,2.0,1.0
S009,November,2024.0,20.0,18.0,2.0,0.0
S009,November,2024.0,10.0,9.0,1.0,0.0
S009,December,2024.0,20.0,18.0,1.0,1.0
S009,December,2024.0,10.0,8.0,1.0,1.0
S009,January,2025.0,20.0,14.0,2.0,4.0
S009,January,2025.0,10.0,8.0,0.0,2.0
S009,February,2025.0,20.0,19.0,1.0,0.0
S009,February,2025.0,10.0,8.0,2.0,0.0
S009,March,2025.0,20.0,19.0,1.0,0.0
S009,March,2025.0,10.0,10.0,0.0,0.0
S009,June,2025.0,20.0,18.0,0.0,2.0
S009,June,2025.0,10.0,8.0,2.0,0.0
S009,July,2025.0,20.0,17.0,0.0,3.0
S009,July,2025.0,10.0,7.0,2.0,1.0
S009,August,2025.0,20.0,19.0,0.0,1.0
S009,August,2025.0,10.0,8.0,2.0,0.0
S009,September,2025.0,20.0,16.0,0.0,4.0
S009,September,2025.0,10.0,8.0,1.0,1.0
S009,October,2025.0,20.0,16.0,2.0,2.0
S009,October,2025.0,10.0,6.0,3.0,1.0
S009,November,2025.0,20.0,14.0,4.0,2.0
S009,November,2025.0,10.0,6.0,2.0,2.0
S009,December,2025.0,20.0,18.0,1.0,1.0
S009,December,2025.0,10.0,8.0,0.0,2.0
S009,January,2026.0,20.0,18.0,1.0,1.0
S009,January,2026.0,10.0,7.0,1.0,2.0
